City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2025-01-02
Best sunrise was at 07:58
and best sunset will at 16:05

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00          4.6           55%        90.00%
   01:00          4.5           54%        93.00%
   02:00          4.8           54%        81.00%
   03:00          4.6           53%        64.00%
   04:00          4.7           51%        52.00%
   05:00          5.0           49%        12.00%
   06:00          4.9           48%         5.00%
   07:00          4.9           48%         0.00%
   08:00          5.2           46%         0.00%
   09:00          5.3           46%         0.00%
   10:00          6.2           44%         0.00%
   11:00          8.0           39%         0.00%
   12:00          9.1           37%         0.00%
   13:00          9.9           37%         0.00%
   14:00         10.6           38%         0.00%
   15:00         10.2           40%         0.00%
   16:00          9.5           43%         0.00%
   17:00          8.7           48%       100.00%
   18:00          8.3           50%       100.00%
   19:00          7.8           52%       100.00%
   20:00          7.3           54%       100.00%
   21:00          6.7           57%       100.00%
   22:00          6.0           60%       100.00%
   23:00          5.4           63%       100.00%
