City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2023-10-12
Best sunrise was at 07:15
and best sunset will at 18:13

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00         10.2           45%       100.00%
   01:00         10.2           45%        96.00%
   02:00         10.4           45%       100.00%
   03:00         10.5           46%        99.00%
   04:00         10.3           49%       100.00%
   05:00          9.8           52%        28.00%
   06:00          9.2           55%        26.00%
   07:00          9.0           58%       100.00%
   08:00          9.1           60%        94.00%
   09:00         10.2           58%         8.00%
   10:00         12.4           53%        16.00%
   11:00         14.7           49%        67.00%
   12:00         17.0           44%       100.00%
   13:00         18.8           41%        99.00%
   14:00         20.1           40%       100.00%
   15:00         20.5           40%       100.00%
   16:00         20.3           41%       100.00%
   17:00         20.0           42%       100.00%
   18:00         19.3           44%       100.00%
   19:00         18.5           48%       100.00%
   20:00         17.8           50%       100.00%
   21:00         17.2           52%       100.00%
   22:00         17.0           54%       100.00%
   23:00         16.6           57%       100.00%
