City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2023-12-03
Best sunrise was at 07:38
and best sunset will at 15:56

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00         -0.9           97%       100.00%
   01:00         -0.8           98%       100.00%
   02:00         -0.6           99%       100.00%
   03:00         -0.3           99%       100.00%
   04:00         -0.3           99%       100.00%
   05:00         -0.1          100%       100.00%
   06:00         -0.0          100%       100.00%
   07:00          0.4           99%       100.00%
   08:00          0.9           98%        97.00%
   09:00          1.4           95%       100.00%
   10:00          1.2           86%       100.00%
   11:00          0.5           76%        98.00%
   12:00         -0.1           74%       100.00%
   13:00         -0.6           70%        96.00%
   14:00         -1.2           71%        99.00%
   15:00         -1.5           72%       100.00%
   16:00         -1.9           73%       100.00%
   17:00         -2.0           75%       100.00%
   18:00         -2.1           75%       100.00%
   19:00         -2.1           75%       100.00%
   20:00         -2.2           75%       100.00%
   21:00         -2.2           72%       100.00%
   22:00         -2.3           76%        94.00%
   23:00         -2.3           76%        98.00%
