City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2023-12-28
Best sunrise was at 07:58
and best sunset will at 16:00

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00          2.0           74%        59.00%
   01:00          1.8           77%        67.00%
   02:00          1.8           76%        53.00%
   03:00          1.4           76%        71.00%
   04:00          1.1           77%        47.00%
   05:00          1.2           75%        44.00%
   06:00          0.5           78%         6.00%
   07:00          0.2           79%         3.00%
   08:00         -0.0           79%         4.00%
   09:00         -0.2           79%        76.00%
   10:00          0.2           77%        88.00%
   11:00          1.1           73%        82.00%
   12:00          1.9           69%        72.00%
   13:00          2.5           67%        82.00%
   14:00          3.1           66%         9.00%
   15:00          2.9           69%         0.00%
   16:00          2.3           75%        69.00%
   17:00          2.2           76%        58.00%
   18:00          1.9           79%        25.00%
   19:00          1.9           79%        98.00%
   20:00          1.9           79%        86.00%
   21:00          2.2           78%        88.00%
   22:00          2.7           76%       100.00%
   23:00          3.2           77%       100.00%
