City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2025-01-01
Best sunrise was at 07:58
and best sunset will at 16:04

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00          3.0           90%        84.00%
   01:00          2.7           91%        80.00%
   02:00          2.4           91%        99.00%
   03:00          2.6           91%       100.00%
   04:00          2.6           91%       100.00%
   05:00          2.4           90%       100.00%
   06:00          2.5           90%        74.00%
   07:00          1.8           91%        23.00%
   08:00          1.2           82%         0.00%
   09:00          1.0           77%         0.00%
   10:00          1.8           70%         2.00%
   11:00          3.7           62%         0.00%
   12:00          4.9           58%         0.00%
   13:00          5.9           54%         0.00%
   14:00          7.1           50%         0.00%
   15:00          6.9           50%         0.00%
   16:00          6.4           52%         3.00%
   17:00          6.0           54%        21.00%
   18:00          5.4           56%        57.00%
   19:00          5.2           57%        98.00%
   20:00          4.8           57%        62.00%
   21:00          4.5           58%        59.00%
   22:00          4.2           58%        54.00%
   23:00          4.0           58%        70.00%
