City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2023-06-01
Best sunrise was at 04:49
and best sunset will at 21:01

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00         16.1           45%         0.00%
   01:00         15.5           46%        12.00%
   02:00         14.9           47%         0.00%
   03:00         14.1           49%         1.00%
   04:00         13.4           50%         2.00%
   05:00         12.9           49%         0.00%
   06:00         13.1           49%         4.00%
   07:00         14.8           43%         0.00%
   08:00         16.7           39%         0.00%
   09:00         18.8           38%         0.00%
   10:00         21.0           34%         3.00%
   11:00         22.4           32%         0.00%
   12:00         23.3           30%        15.00%
   13:00         24.1           29%        12.00%
   14:00         24.8           28%        10.00%
   15:00         25.4           27%        11.00%
   16:00         25.7           27%        13.00%
   17:00         25.8           24%         0.00%
   18:00         25.6           26%         0.00%
   19:00         25.1           30%         6.00%
   20:00         24.3           30%         6.00%
   21:00         22.7           34%         1.00%
   22:00         21.2           38%         0.00%
   23:00         20.2           40%         0.00%
