City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2023-10-02
Best sunrise was at 06:59
and best sunset will at 18:35

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00         12.6           71%        85.00%
   01:00         12.2           74%        94.00%
   02:00         11.8           77%        80.00%
   03:00         11.3           81%        59.00%
   04:00         10.5           86%        16.00%
   05:00         10.0           89%        17.00%
   06:00          9.5           91%        37.00%
   07:00          9.1           92%        37.00%
   08:00          9.2           91%        37.00%
   09:00         10.4           85%        38.00%
   10:00         12.5           76%        29.00%
   11:00         14.4           68%        37.00%
   12:00         15.9           61%        64.00%
   13:00         17.0           55%        42.00%
   14:00         17.8           49%        61.00%
   15:00         18.0           47%        42.00%
   16:00         18.0           45%        53.00%
   17:00         17.7           45%        43.00%
   18:00         16.9           47%        28.00%
   19:00         15.3           53%         0.00%
   20:00         14.0           58%         0.00%
   21:00         12.7           64%         0.00%
   22:00         11.8           68%         0.00%
   23:00         11.1           72%         0.00%
