City: Kyiv
Latitude: 50.4375
Longitude: 30.5

Daily Data:
Today is 2023-12-01
Best sunrise was at 07:36
and best sunset will at 15:57

Hourly Data:
    Time  Temperature     Humidity   CloudCover
   00:00         -2.0           78%       100.00%
   01:00         -1.9           79%       100.00%
   02:00         -1.7           85%       100.00%
   03:00         -1.8           91%       100.00%
   04:00         -1.8           95%       100.00%
   05:00         -1.3           96%       100.00%
   06:00         -1.2           96%       100.00%
   07:00         -1.0           97%       100.00%
   08:00         -0.7           96%       100.00%
   09:00         -0.5           95%       100.00%
   10:00         -0.2           95%       100.00%
   11:00         -0.1           94%        98.00%
   12:00          0.1           91%        97.00%
   13:00          0.4           88%       100.00%
   14:00          0.2           88%       100.00%
   15:00          0.1           89%       100.00%
   16:00         -0.1           89%        98.00%
   17:00         -0.2           89%        95.00%
   18:00         -0.4           90%        96.00%
   19:00         -0.4           90%        96.00%
   20:00         -0.5           89%        97.00%
   21:00         -0.6           89%       100.00%
   22:00         -0.6           89%       100.00%
   23:00         -0.7           89%       100.00%
